TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
latin	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
aversari	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
quelquefois	O	_	_	_	_	_	_	_	_
averti	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
construisent	O	_	_	_	_	_	_	_	NoSpaceAfter
de	O	_	_	_	_	_	_	_	_
même	O	_	_	_	_	_	_	_	_
avec	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
accusatif	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
83	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
A\X"	O	_	_	_	_	_	_	_	_
OUÔL	O	_	_	_	_	_	_	_	_
VUV	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
U	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
tu	O	_	_	_	_	_	_	_	_
n	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
as	O	_	_	_	_	_	_	_	_
pas	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
craindre	O	_	_	_	_	_	_	_	_
davantage	O	_	_	_	_	_	_	_	_
qn	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
il	O	_	_	_	_	_	_	_	_
te	O	_	_	_	_	_	_	_	_
voie	O	_	_	_	_	_	_	_	_
aujourd	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
hui	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/fr/retokenized/lestragdiesdeso00tourgoog_0063.xmi
# hipe2022:license = CC-BY
# hipe2022:language = fr
# hipe2022:document_type = commentary
# hipe2022:document_id = lestragdiesdeso00tourgoog_0063
# hipe2022:date = 1886-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.4
# ajmc:title = Les tragédies de Sophocle
# ajmc:publication_place = Paris
# ajmc:publication_date = 1886
# ajmc:page = 63
# ajmc:author = Tournier, Édouard
ἈΆ5	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Mivot1	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
&v	O	_	_	_	_	_	_	_	_
cst	O	_	_	_	_	_	_	_	_
moins	O	_	_	_	_	_	_	_	_
fort	O	_	_	_	_	_	_	_	_
406	O	_	_	_	_	_	_	_	_
psvë	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
je	O	_	_	_	_	_	_	_	_
puis	O	_	_	_	_	_	_	_	_
rester	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
à	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
rigueur	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
si	O	_	_	_	_	_	_	_	_
tu	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
ordunnes	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Voir	O	_	_	_	_	_	_	_	_
Mattbiæ	B-secondary-partial	_	_	_	_	_	_	_	InSecondaryReference|NoSpaceAfter|LED0.38
,	I-secondary-partial	_	_	_	_	_	_	_	InSecondaryReference
page	I-secondary-partial	_	_	_	_	_	_	_	InSecondaryReference|LED0.00
1037	I-secondary-partial	_	_	_	_	_	_	_	InSecondaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	EndOfSentence
89	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Alas	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Cette	O	_	_	_	_	_	_	_	_
forme	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
vucatif	O	_	_	_	_	_	_	_	_
est	O	_	_	_	_	_	_	_	_
celle	O	_	_	_	_	_	_	_	_
qu	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
indiquent	O	_	_	_	_	_	_	_	_
presque	O	_	_	_	_	_	_	_	_
partout	O	_	_	_	_	_	_	_	_
les	O	_	_	_	_	_	_	_	_
ma	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	_
nuserits	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
La	O	_	_	_	_	_	_	_	_
quantité	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
exige	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
deux	O	_	_	_	_	_	_	_	_
endreits	O	_	_	_	_	_	_	_	NoSpaceAfter
(	O	_	_	_	_	_	_	_	NoSpaceAfter
525	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
et	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
4269	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.25
)	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
n	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
exige	O	_	_	_	_	_	_	_	_
nulle	O	_	_	_	_	_	_	_	_
part	O	_	_	_	_	_	_	_	_
Aiav	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
95	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
”	O	_	_	_	_	_	_	_	NoSpaceAfter
Eyyoc	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
lance	O	_	_	_	_	_	_	_	_
chez	O	_	_	_	_	_	_	_	_
Homère	O	_	_	_	_	_	_	_	NoSpaceAfter|LED0.00
,	O	_	_	_	_	_	_	_	_
souvent	O	_	_	_	_	_	_	_	NoSpaceAfter
épée	O	_	_	_	_	_	_	_	_
chez	O	_	_	_	_	_	_	_	_
les	O	_	_	_	_	_	_	_	_
tragiques	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
duns	O	_	_	_	_	_	_	_	_
cette	O	_	_	_	_	_	_	_	_
pièce	O	_	_	_	_	_	_	_	_
particulièrement	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
L	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
Eyyo	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
536	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
εἰ	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
oo7	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.67
)	O	_	_	_	_	_	_	_	_
au	O	_	_	_	_	_	_	_	_
moyen	O	_	_	_	_	_	_	_	_
duquel	O	_	_	_	_	_	_	_	_
Ajax	O	_	_	_	_	_	_	_	LED0.00
se	O	_	_	_	_	_	_	_	_
domac	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
mort	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
n	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
est	O	_	_	_	_	_	_	_	_
autre	O	_	_	_	_	_	_	_	_
chose	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
il	O	_	_	_	_	_	_	_	_
nous	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
apprend	O	_	_	_	_	_	_	_	_
lui	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
même	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
662	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
que	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
Eipoz	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
ἀργυρόηλον	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Ηοπιὲδτο	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED1.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Iliade	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
VII	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
303	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	_	_	_	_	_	_	_	_
dont	O	_	_	_	_	_	_	_	_
Hectorlui	O	_	_	_	_	_	_	_	Partial-0:6|LED0.00
avait	O	_	_	_	_	_	_	_	_
