TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Edd	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
not	O	_	_	_	_	_	_	_	_
known	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
1469	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	_
τοι	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Edd	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
re	O	_	_	_	_	_	_	_	_
LA	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
1505	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	_
χρῆν	O	_	_	_	_	_	_	_	_
δ᾽	O	_	_	_	_	_	_	_	_
ΟΙ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ἐχρῆν	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
1508	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	_
παθὸν	O	_	_	_	_	_	_	_	_
OL	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
παθὼν	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
In	O	_	_	_	_	_	_	_	_
all	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
cases	O	_	_	_	_	_	_	_	_
given	O	_	_	_	_	_	_	_	_
above	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
except	O	_	_	_	_	_	_	_	_
one	O	_	_	_	_	_	_	_	_
or	O	_	_	_	_	_	_	_	_
two	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
are	O	_	_	_	_	_	_	_	_
specified	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	_
has	O	_	_	_	_	_	_	_	_
preserved	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
correct	O	_	_	_	_	_	_	_	_
reading	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
almost	O	_	_	_	_	_	_	_	_
invariably	O	_	_	_	_	_	_	_	_
sides	O	_	_	_	_	_	_	_	_
with	O	_	_	_	_	_	_	_	_
L	O	_	_	_	_	_	_	_	_
against	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
A	O	_	_	_	_	_	_	_	_
few	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
s	O	_	_	_	_	_	_	_	_
minor	O	_	_	_	_	_	_	_	_
corrections	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
are	O	_	_	_	_	_	_	_	_
omitted	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
6	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
δ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
accent	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
495	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	_
τῶνδέ	O	_	_	_	_	_	_	_	_
τοι	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
628	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	_	_	_	_	_	_	_	_
μεθεῖσά	O	_	_	_	_	_	_	_	_
μοι	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
where	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
omits	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
acute	O	_	_	_	_	_	_	_	_
accent	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
779	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	_
δε	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
δεῖν᾽	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
890	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	_
μώραν	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
μωρὰν	O	_	_	_	_	_	_	_	_
Α	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
1433	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	_
Bare	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Bite	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
149%	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.25
.	O	_	_	_	_	_	_	_	_
πᾶσ᾽	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
πάσ	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
These	O	_	_	_	_	_	_	_	_
illustrate	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
minute	O	_	_	_	_	_	_	_	_
accuracy	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
3	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	_
From	O	_	_	_	_	_	_	_	_
this	O	_	_	_	_	_	_	_	_
list	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
readings	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
plain	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
more	O	_	_	_	_	_	_	_	_
correct	O	_	_	_	_	_	_	_	_
MS	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
than	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
fairer	O	_	_	_	_	_	_	_	_
representative	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
family	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
MSS	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
belongs	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
The	O	_	_	_	_	_	_	_	_
list	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
differences	O	_	_	_	_	_	_	_	_
just	O	_	_	_	_	_	_	_	_
given	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
almost	O	_	_	_	_	_	_	_	_
all	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	_
corrects	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
s	O	_	_	_	_	_	_	_	_
errors	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
clearly	O	_	_	_	_	_	_	_	_
shows	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
s	O	_	_	_	_	_	_	_	_
tendency	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
interpolation,	O	_	_	_	_	_	_	_	NoSpaceAfter
and	O	_	_	_	_	_	_	_	_
hence	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
same	O	_	_	_	_	_	_	_	_
time	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
follows	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
these	O	_	_	_	_	_	_	_	_
omissions	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
corruptions	O	_	_	_	_	_	_	_	_
do	O	_	_	_	_	_	_	_	_
not	O	_	_	_	_	_	_	_	_
belong	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
s	O	_	_	_	_	_	_	_	_
family	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
but	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
crept	O	_	_	_	_	_	_	_	_
into	O	_	_	_	_	_	_	_	_
one	O	_	_	_	_	_	_	_	_
branch	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
era	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
text	O	_	_	_	_	_	_	_	_
later	O	_	_	_	_	_	_	_	_
than	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
s	O	_	_	_	_	_	_	_	_
original	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
The	O	_	_	_	_	_	_	_	_
many	O	_	_	_	_	_	_	_	_
places	O	_	_	_	_	_	_	_	_
where	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
text	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
omits	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
word	O	_	_	_	_	_	_	_	_
or	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
corrupt	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
but	O	_	_	_	_	_	_	_	_
where	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	_
supplies	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
omission	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
confirms	O	_	_	_	_	_	_	_	_
L	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
correct	O	_	_	_	_	_	_	_	_
text	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
show	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	_
certainly	O	_	_	_	_	_	_	_	_
represents	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
text	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
earlier	O	_	_	_	_	_	_	_	_
date	O	_	_	_	_	_	_	_	_
than	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
when	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
still	O	_	_	_	_	_	_	_	_
pure	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
many	O	_	_	_	_	_	_	_	_
corruptions	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
errors	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
has	O	_	_	_	_	_	_	_	_
gathered	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
4	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Certain	O	_	_	_	_	_	_	_	_
corruptions	O	_	_	_	_	_	_	_	_
are	O	_	_	_	_	_	_	_	_
common	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
both	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
must	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
crept	O	_	_	_	_	_	_	_	_
into	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
text	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
this	O	_	_	_	_	_	_	_	_
family	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
MSS	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
date	O	_	_	_	_	_	_	_	_
considerably	O	_	_	_	_	_	_	_	NoSpaceAfter
anterior	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
The	O	_	_	_	_	_	_	_	_
following	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
list	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
all	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
errors	O	_	_	_	_	_	_	_	_
common	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
O	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
can	O	_	_	_	_	_	_	_	_
be	O	_	_	_	_	_	_	_	_
properly	O	_	_	_	_	_	_	_	_
called	O	_	_	_	_	_	_	_	_
errors	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
s	O	_	_	_	_	_	_	_	_
famiiy®	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
A	O	_	_	_	_	_	_	_	_
very	O	_	_	_	_	_	_	_	_
few	O	_	_	_	_	_	_	_	_
minor	O	_	_	_	_	_	_	_	_
divergencies	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
accent	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
orthography	O	_	_	_	_	_	_	_	_
are	O	_	_	_	_	_	_	_	_
omitted	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0059.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0059
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.4
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 59
# ajmc:author = Campbell, Lewis
¢	O	_	_	_	_	_	_	_	_
Punished	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
wrong	O	_	_	_	_	_	_	_	_
done	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
him	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
—	O	_	_	_	_	_	_	_	_
τίσασθαι	O	_	_	_	_	_	_	_	_
λώβην	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
1	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.67
]	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.67
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.67
το	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.29
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.29
208	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.29
,	O	_	_	_	_	_	_	_	_
Od	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
zo	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.29
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.29
169	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.29
,	O	_	_	_	_	_	_	_	_
Hes	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
Theog	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
165	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
‘to	O	_	_	_	_	_	_	_	_
revenge	O	_	_	_	_	_	_	_	_
oneself	O	_	_	_	_	_	_	_	_
for	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
outrage	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	NoSpaceAfter
>	O	_	_	_	_	_	_	_	NoSpaceAfter
—	O	_	_	_	_	_	_	_	NoSpaceAfter
or	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
2	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
‘Did	O	_	_	_	_	_	_	_	_
thee	O	_	_	_	_	_	_	_	_
vengeful	O	_	_	_	_	_	_	_	_
despite	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	NoSpaceAfter
”	O	_	_	_	_	_	_	_	_
λώβαν	O	_	_	_	_	_	_	_	_
cogn	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
acc	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
infr	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
217	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	_	_	_	_	_	_	_	_
νύκτερος	O	_	_	_	_	_	_	_	_
ἀπελωβήθη	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
304	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	_	_	_	_	_	_	_	_
ὕβριν	O	_	_	_	_	_	_	_	_
ἐκτίσαιτ᾽	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
1	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.67
]	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.67
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.67
13	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
622	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
3	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	EndOfSentence
183	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
φρενόθεν	O	_	_	_	_	_	_	_	NoSpaceAfter
]	O	_	_	_	_	_	_	_	_
*	O	_	_	_	_	_	_	_	_
Of	O	_	_	_	_	_	_	_	_
thine	O	_	_	_	_	_	_	_	_
own	O	_	_	_	_	_	_	_	_
heart	O	_	_	_	_	_	_	_	_
τ᾿	O	_	_	_	_	_	_	_	_
i	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
