TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
B.C.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
)	I-primary-full	_	_	_	_	_	_	_	EndOfSentence|InPrimaryReference
De	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Comp	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Verborum	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
c	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
22	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
τρανὴν	O	_	_	_	_	_	_	_	_
καὶ	O	_	_	_	_	_	_	_	_
καθαρὰν	O	_	_	_	_	_	_	_	_
δύναμιν. ἀλώμεθα	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
this	O	_	_	_	_	_	_	_	_
fig	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
sense	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
with	O	_	_	_	_	_	_	_	_
ref	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
uncertainty	O	_	_	_	_	_	_	_	_
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
to	O	_	_	_	_	_	_	_	_
be	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
sea,	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
we	O	_	_	_	_	_	_	_	_
say)	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
belongs	O	_	_	_	_	_	_	_	_
nowhere	O	_	_	_	_	_	_	_	_
else	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
this	O	_	_	_	_	_	_	_	_
verb	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
but	O	_	_	_	_	_	_	_	_
often	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
πλανᾶσθαι	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Her.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
6	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
37	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
etc.	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
Plat	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Hipp	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Ma	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
304	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
C	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
πλανὦμοι	O	_	_	_	_	_	_	_	NoSpaceAfter
μὲν	O	_	_	_	_	_	_	_	_
καὶ	O	_	_	_	_	_	_	_	_
ἀπορῷ	O	_	_	_	_	_	_	_	_
ἀεί)	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
24	O	_	_	_	_	_	_	_	_
θελοντής	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
The	O	_	_	_	_	_	_	_	_
form	O	_	_	_	_	_	_	_	_
ἐθελοντής	O	_	_	_	_	_	_	_	_
occurs	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Herodotus	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Thucydides	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Xenophon,	O	_	_	_	_	_	_	_	NoSpaceAfter
and	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Orators	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
ἐθελοντήρ	O	_	_	_	_	_	_	_	_
does	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Od	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
2	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
292	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
On	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
other	O	_	_	_	_	_	_	_	_
hand	O	_	_	_	_	_	_	_	_
θελοντής	O	_	_	_	_	_	_	_	NoSpaceAfter
is	O	_	_	_	_	_	_	_	_
cited	O	_	_	_	_	_	_	_	_
only	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
Porphyrius	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
c.	O	_	_	_	_	_	_	_	_
270	O	_	_	_	_	_	_	_	_
A.D.	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
see	O	_	_	_	_	_	_	_	_
Lobeck	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
,	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
Phrym	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
7	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
Hierocles	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
c.	O	_	_	_	_	_	_	_	_
450	O	_	_	_	_	_	_	_	_
A.D.)	O	_	_	_	_	_	_	_	NoSpaceAfter|Partial--4:4
,	O	_	_	_	_	_	_	_	_
ἄρ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Slob	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
For	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
75	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
14	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
(	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
p.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
449	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
20)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial--16:2
.	O	_	_	_	_	_	_	_	EndOfSentence
Similarly	O	_	_	_	_	_	_	_	_
ἐθελήμων	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
form	O	_	_	_	_	_	_	_	_
used	O	_	_	_	_	_	_	_	_
by	O	_	_	_	_	_	_	_	_
Plato	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
(	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
Crat.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
406	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
A)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial--4:1
,	O	_	_	_	_	_	_	_	_
while	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
earliest	O	_	_	_	_	_	_	_	_
authority	O	_	_	_	_	_	_	_	_
for	O	_	_	_	_	_	_	_	_
θελήμων	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
Apoll	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Rhod	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
2	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
557	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
In	O	_	_	_	_	_	_	_	_
ragio	O	_	_	_	_	_	_	_	_
iambics	O	_	_	_	_	_	_	_	_
θέλω	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
naturally	O	_	_	_	_	_	_	_	_
preferred	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
on	O	_	_	_	_	_	_	_	_
metrical	O	_	_	_	_	_	_	_	_
grounds	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
ἐθέλω	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
though	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
latter	O	_	_	_	_	_	_	_	_
occurs	O	_	_	_	_	_	_	_	_
n	O	_	_	_	_	_	_	_	_
tragic	O	_	_	_	_	_	_	_	_
anapaests	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
as	O	_	_	_	_	_	_	_	_
O	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
T	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
1303	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Ph	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
145)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial-0:3
.	O	_	_	_	_	_	_	_	EndOfSentence
If	O	_	_	_	_	_	_	_	_
θελοντής	O	_	_	_	_	_	_	_	_
were	O	_	_	_	_	_	_	_	_
found	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
pasage	O	_	_	_	_	_	_	_	_
where	O	_	_	_	_	_	_	_	_
metre	O	_	_	_	_	_	_	_	_
reguiredit	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
rarity	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
form	O	_	_	_	_	_	_	_	_
would	O	_	_	_	_	_	_	_	_
not	O	_	_	_	_	_	_	_	_
justify	O	_	_	_	_	_	_	_	_
its	O	_	_	_	_	_	_	_	_
rejection	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
But	O	_	_	_	_	_	_	_	_
where	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
here	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
aphaeresis	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
available,	O	_	_	_	_	_	_	_	NoSpaceAfter
it	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
surely	O	_	_	_	_	_	_	_	_
more	O	_	_	_	_	_	_	_	_
probable	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
poet	O	_	_	_	_	_	_	_	_
wrote	O	_	_	_	_	_	_	_	_
ἐθελοντής.	O	_	_	_	_	_	_	_	NoSpaceAfter
—	O	_	_	_	_	_	_	_	_
ὑπεῖύγην	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
if	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
task	O	_	_	_	_	_	_	_	_
were	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
yoke	O	_	_	_	_	_	_	_	_
under	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
he	O	_	_	_	_	_	_	_	_
placed	O	_	_	_	_	_	_	_	_
himself	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
P	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
1025	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
κλοπῇ	O	_	_	_	_	_	_	_	_
τε	O	_	_	_	_	_	_	_	_
κἀνάγκη	O	_	_	_	_	_	_	_	_
ξυγείς	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	EndOfSentence|NoSpaceAfter
Aesch	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
P	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
P	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
108	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
ἀνάγκαις	O	_	_	_	_	_	_	_	_
ταῖσδ	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
ὑπέζευγμαι	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
26	O	_	_	_	_	_	_	_	_
t	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
κατηναρισμένας	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
for	O	_	_	_	_	_	_	_	_
ἐναρίζω	O	_	_	_	_	_	_	_	_
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
to	O	_	_	_	_	_	_	_	_
slay	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
properly	O	_	_	_	_	_	_	_	_
with	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
further	O	_	_	_	_	_	_	_	_
notion	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
despoiling’)	O	_	_	_	_	_	_	_	_
cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
O	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
C	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
1733	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Tr	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
94	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
From	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
cognate	O	_	_	_	_	_	_	_	_
form	O	_	_	_	_	_	_	_	_
κατεναίρομαι	O	_	_	_	_	_	_	_	_
we	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
κατήναρὲς	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Anmi	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
871.-ἐς	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|Partial-0:3
χερὸς	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
by	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
human	O	_	_	_	_	_	_	_	_
hand	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
The	O	_	_	_	_	_	_	_	_
military	O	_	_	_	_	_	_	_	_
sense	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
at	O	_	_	_	_	_	_	_	_
close	O	_	_	_	_	_	_	_	_
quarters	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Ten.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
H	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
7	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
2	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
14	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
ἐνέβαλὸν	O	_	_	_	_	_	_	_	NoSpaceAfter
καὶ	O	_	_	_	_	_	_	_	_
ἐκ	O	_	_	_	_	_	_	_	_
χειρὸς	O	_	_	_	_	_	_	_	_
ἐμάχοντο)	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
less	O	_	_	_	_	_	_	_	_
fitting	O	_	_	_	_	_	_	_	EndOfSentence
ποιμνίον	O	_	_	_	_	_	_	_	_
ἐπιστάταις	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
fr	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
873	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
αὐτοῖσιν	O	_	_	_	_	_	_	_	_
ὅπλοις	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
The	O	_	_	_	_	_	_	_	_
idiom	O	_	_	_	_	_	_	_	_
occurs	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Iliad	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
(	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
as	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
8	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
24),—sometimes	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|Partial--3:2
with	O	_	_	_	_	_	_	_	_
συν	O	_	_	_	_	_	_	_	_
added	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
as	O	_	_	_	_	_	_	_	_
14	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
498)	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial--4:3
,	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
form	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
found	O	_	_	_	_	_	_	_	_
also	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
though	O	_	_	_	_	_	_	_	_
not	O	_	_	_	_	_	_	_	_
often	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
later	O	_	_	_	_	_	_	_	_
